0.00000000	0.07324219	0.40527344
0.00004545	0.07812500	0.31738281
0.00009090	0.04882812	0.24414062
0.00013635	0.07812500	0.16601562
0.00018180	0.03417969	0.12695312
0.00022725	0.05371094	0.07324219
0.00027270	0.07324219	0.14648437
0.00031815	0.09765625	0.32226562
0.00036360	0.06347656	0.27832031
0.00040905	-0.13671875	0.27343750
0.00045450	-0.26367187	0.28320312
0.00049995	-0.13183594	0.33691406
0.00054540	-0.13183594	0.42480469
0.00059085	-0.13671875	0.30273437
0.00063630	-0.09277344	0.08789062
0.00068175	-0.11230469	-0.10253906
0.00072720	-0.09765625	-0.03417969
0.00077265	-0.04882812	0.01464844
0.00081810	0.03417969	0.15625000
0.00086355	0.07812500	0.34179687
0.00090900	0.07324219	0.46386719
0.00095445	-0.04882812	0.37597656
0.00099990	-0.01464844	0.29785156
0.00104535	-0.05859375	0.26367187
0.00109080	-0.11718750	0.23925781
0.00113625	-0.18554687	0.35156250
0.00118170	-0.21972656	0.34667969
0.00122715	-0.09765625	0.22460937
0.00127260	-0.10253906	0.19531250
0.00131805	-0.13183594	0.13183594
0.00136350	-0.02441406	0.09765625
0.00140895	-0.05371094	0.21484375
0.00145440	-0.10253906	0.33691406
0.00149985	-0.16601562	0.35156250
0.00154530	-0.16113281	0.31250000
0.00159075	-0.08300781	0.26855469
0.00163620	-0.04882812	0.28808594
0.00168165	-0.12695312	0.23925781
0.00172710	-0.22460937	0.09765625
0.00177255	-0.34667969	0.09277344
0.00181800	-0.29785156	0.19531250
0.00186345	-0.24414062	0.21972656
0.00190890	-0.18066406	0.20996094
0.00195435	-0.15136719	0.19531250
0.00199980	-0.13671875	0.04882812
0.00204525	-0.18554687	-0.01464844
0.00209070	-0.22949219	-0.09765625
0.00213615	-0.16601562	-0.10742187
0.00218160	-0.15136719	-0.03906250
0.00222705	-0.12207031	-0.00976562
0.00227250	-0.08300781	0.14648437
0.00231795	-0.01464844	0.22949219
0.00236340	-0.01953125	0.22460937
0.00240885	0.06347656	0.20996094
0.00245430	0.06835937	0.32226562
0.00249975	0.00976562	0.19042969
0.00254520	0.00976562	0.10253906
0.00259065	0.01464844	-0.02929687
0.00263610	0.01953125	-0.07812500
0.00268155	0.04882812	-0.10742187
0.00272700	-0.02929687	-0.09765625
0.00277245	-0.09277344	-0.12695312
0.00281790	-0.10253906	-0.12695312
0.00286335	-0.15136719	-0.24414062
0.00290880	-0.27343750	-0.14160156
0.00295425	-0.24902344	-0.07812500
0.00299970	-0.29296875	0.02441406
